sp,pop,plant,flower,lll,llw,ull,ulw,ctl,ctw
cinn,c,50,6,5.0167,3.9653,6.3439,1.7905,20.997,3.7457
cinn,c,50,7,4.4123,3.5732,6.0823,1.548,20.745,3.4677
cinn,c,50,8,5.06,3.4032,5.9881,1.8082,22.2303,3.225
cinn,c,50,9,4.24,4.8758,6.6669,1.9865,23.6265,4.1187
cinn,c,50,10,4.7112,4.2487,6.6517,1.9621,21.6636,3.7297
cinn,c,51,1,5.0608,4.6721,5.3504,1.3611,22.7055,3.8044
cinn,c,51,2,5.1646,4.3593,6.3527,1.3488,22.2849,4.1957
cinn,c,51,3,4.6288,4.076,6.6693,1.4681,23.48,3.6861
cinn,c,51,4,5.1437,4.1986,6.5554,1.1761,22.2444,4.037
cinn,c,51,5,4.7853,3.6824,5.6666,1.3798,22.4301,4.2795
cinn,c,51,6,4.974,4.4167,5.9343,1.3853,21.341,3.289
cinn,c,52,1,5.1607,3.8344,5.8992,1.3306,21.7267,4.1043
cinn,c,52,2,5.1703,3.9576,5.492,1.3529,21.8328,3.9845
cinn,c,52,3,4.9994,4.9359,5.7193,1.6443,21.8308,4.199
cinn,c,52,4,5.0509,4.7011,6.4081,1.377,22.3755,3.846
cinn,c,52,5,3.8422,3.6771,5.3597,0.8767,24.1559,3.6292
cinn,c,52,6,5.0217,3.8297,6.0714,1.3716,21.0351,3.9575
cinn,c,52,7,4.9271,4.3305,5.7425,1.2626,22.7547,4.3293
cinn,c,52,8,4.9697,4.25,6.5667,1.4593,24.2497,4.3
cinn,c,52,9,4.0767,4.3532,6.4812,1.6416,22.3856,3.8141
cinn,c,52,10,5.3275,4.2229,6.2039,1.3407,24.5925,4.3455
cinn,c,53,1,5.2321,3.7951,6.4957,1.2574,24.1389,3.6352
cinn,c,53,2,4.8687,3.8148,7.1242,1.5616,23.8178,3.493
cinn,c,53,3,5.2743,5.0136,6.6708,1.9388,24.4434,3.4733
cinn,c,53,4,5.0104,4.3993,6.5754,1.3119,23.5702,4.1383
cinn,c,53,5,5.4646,4.9102,6.8352,1.3423,26.1716,4.1165
cinn,c,53,6,5.3457,5.1921,7.1296,1.7097,24.0683,3.3069
cinn,c,53,7,5.2321,4.0822,7.3577,1.1823,23.0229,4.2514
cinn,c,53,8,4.8731,4.362,5.5702,1.3376,20.9589,4.3711
cinn,c,53,9,5.2365,5.1184,6.9035,1.9347,24.6994,3.6908
cinn,c,53,10,5.5171,5.0376,7.693,1.34,25.3463,3.9227
cinn,c,54,1,4.9337,4.3972,5.8614,1.1518,23.253,3.8599
cinn,c,54,2,5.075,4.6851,5.5731,1.4949,22.897,3.8036
cinn,c,54,3,5.3241,4.0077,6.4408,1.321,22.2834,4.4699
cinn,c,54,4,4.484,4.5718,5.6733,1.5388,24.1638,4.0387
cinn,c,54,5,4.8014,4.2526,6.1242,1.2607,22.4323,3.9345
cinn,c,54,6,4.8299,4.3318,6.0174,1.5197,22.64,3.6485
cinn,c,54,7,4.2309,4.0484,6.1195,1.2294,21.1764,3.7646
cinn,c,54,8,4.6145,4.6896,6.8099,1.5079,23.9686,4.1736
cinn,c,54,9,4.6205,5.0493,6.8534,1.321,23.6297,3.8784
cinn,c,54,10,5.0068,4.9515,6.1453,1.3962,23.1094,4.3308
cinn,c,55,1,5.9341,3.2194,6.18,1.6461,26.03,4.4461
cinn,c,55,2,5.1023,2.9116,6.1436,1.791,25.1172,3.4876
cinn,c,55,3,5.8562,2.8328,7.0168,1.5399,25.9545,3.9465
cinn,c,55,4,5.7661,3.1524,6.7018,1.7575,26.6644,4.1243
cinn,c,55,5,5.4231,2.9432,5.7165,1.592,25.6022,4.0466
cinn,c,55,6,5.9163,3.5384,6.9319,1.6471,27.6882,3.8713
cinn,c,55,7,3.8673,NA,4.1775,1.2788,21.0107,4.1129
cinn,c,55,8,5.3816,3.3632,6.5457,1.7788,25.9672,3.907
cinn,c,55,9,6.0878,3.6522,6.883,1.4004,26.3616,4.1098
cinn,c,56,1,4.9733,4.357,6.5363,1.6791,21.7775,3.1676
cinn,c,56,2,5.5033,4.114,7.0985,1.6241,24.1749,3.9481
cinn,c,56,3,5.4774,5.1031,6.5993,1.439,23.0918,3.7503
cinn,c,56,4,5.246,4.2134,6.261,1.3479,22.2489,3.8628
cinn,c,56,5,5.4751,4.5287,6.5045,1.2313,21.9606,4.0824
cinn,c,56,6,4.8684,4.7057,6.3726,1.5831,19.9499,3.2821
cinn,c,56,7,4.4721,3.2902,6.1303,1.3537,19.2456,3.1652
cinn,c,57,1,5.9812,5.6039,6.3309,1.5096,22.9786,4.6019
cinn,c,57,2,4.4951,4.2901,5.0658,1.5213,23.5963,4.6236
cinn,c,57,3,5.2135,5.2587,6.2264,1.5213,23.2402,4.6414
cinn,c,57,4,5.0886,5.423,5.4045,1.556,24.2056,4.2782
cinn,c,57,5,5.5982,5.5971,6.5208,1.4371,24.1481,4.387
cinn,c,57,6,5.6575,5.3654,7.1766,1.7315,22.4979,3.7426
cinn,c,57,7,5.6792,4.8179,7.3313,1.7941,23.1995,4.2615
cinn,c,57,8,5.3787,5.4899,7.0942,1.675,22.5257,3.696
cinn,c,57,9,5.2771,4.0576,7.2475,1.4519,23.6221,4.4697
cinn,c,57,10,4.5846,4.7349,7.1823,1.3607,26.7216,4.2535
cinn,c,58,1,5.0034,4.9112,6.6343,1.43,21.7699,4.2709
cinn,c,58,2,5.1748,4.725,6.382,1.3903,23.1777,4.2345
cinn,c,58,3,4.913,4.4841,6.3765,1.4228,20.0455,4.2243
cinn,c,58,4,3.7761,4.0295,5.7527,1.5159,19.9922,3.7526
cinn,c,58,5,4.8846,4.2867,6.0808,1.2389,21.3413,4.2883
cinn,c,58,6,4.8973,4.3264,6.0149,1.4228,21.5428,4.4618
cinn,c,58,7,4.9105,4.642,6.123,1.4228,22.2145,4.4734
cinn,c,58,8,5.4105,4.5873,6.3415,1.2897,21.1741,4.7999
cinn,c,58,9,5.1615,5.1107,6.8985,1.4401,21.852,4.8175
cinn,c,58,10,5.1952,4.7161,6.7451,1.3903,21.7305,4.4618
cinn,c,59,1,5.8486,5.4728,6.8417,1.421,22.6698,4.4786
cinn,c,59,2,4.3861,4.135,5.761,1.3653,20.9785,4.2718
cinn,c,59,3,6.3083,5.1681,6.7219,1.3834,22.425,4.7251
cinn,c,59,4,5.218,4.5866,6.1091,1.3893,23.1589,4.4768
cinn,c,59,5,5.0498,4.4431,6.0411,1.4946,20.4839,4.1637
cinn,c,59,6,5.9679,5.2922,7.0678,1.4082,22.7643,4.5354
cinn,c,59,7,4.4053,4.1886,5.9793,1.3211,20.0567,4.145
cinn,c,59,8,5.2342,4.9508,6.3956,1.5604,21.7289,4.0981
cinn,c,59,9,5.5816,4.7399,6.9004,1.6175,22.853,4.1026
cinn,c,59,10,4.5269,3.7788,5.9419,1.5604,19.2367,3.5282
cinn,c,60,1,4.9858,3.9537,5.0973,1.319,21.9612,3.8573
cinn,c,60,2,4.0989,3.7104,5.0736,1.0361,21.0304,3.9844
cinn,c,60,3,3.7322,2.7879,4.2096,1.5511,17.2415,3.5031
cinn,c,60,4,4.3319,4.4896,5.7044,1.2108,22.6453,4.1606
cinn,c,60,5,4.5373,3.7221,5.8119,1.2194,22.6732,4.1079
cinn,c,60,6,4.729,3.5536,4.6997,1.3491,20.2155,3.5926
cinn,c,60,7,4.583,4.181,5.0616,0.9951,21.6539,3.6891
cinn,c,60,8,5.0315,3.8353,6.4827,1.1504,24.4004,4.0698
cinn,c,60,9,4.1819,3.5721,5.7449,1.1997,20.7081,3.9959
cinn,c,60,10,4.1755,3.9629,5.3207,1.1242,21.4902,4.0055
cinn,c,61,1,4.5546,4.0888,5.7523,1.145,22.0317,3.7669
cinn,c,61,2,4.4349,4.6287,5.1652,1.1507,24.3923,4.2826
cinn,c,61,3,4.4048,4.7953,4.9916,1.2608,24.9653,3.697
cinn,c,61,4,5.4286,4.592,6.3098,1.2036,25.5163,4.5184
cinn,c,61,5,5.1973,4.683,5.4165,1.318,23.2843,4.386
cinn,c,61,6,4.3969,4.8625,5.7822,1.2802,23.9264,3.6107
cinn,c,61,7,5.2587,4.199,6.0974,1.1464,24.4234,4.215
cinn,c,61,8,4.0156,4.4607,6.4552,1.3365,22.8014,3.8442
cinn,c,61,9,4.7529,4.9196,6.4235,1.0368,23.1581,3.8034
cinn,c,61,10,4.7056,4.6958,6.6213,1.2504,23.7399,3.8985
cinn,c,62,1,4.3596,3.8232,5.1927,1.268,20.5288,3.8196
cinn,c,62,2,3.9679,3.7168,5.95,1.1784,20.2569,3.8553
cinn,c,62,3,4.4837,4.1519,6.4834,1.5507,24.3834,3.5615
cinn,c,62,4,4.7883,5.0914,6.2398,1.6434,27.0278,3.8993
cinn,c,62,5,4.2359,4.0828,5.9346,1.2281,22.2962,3.4099
cinn,c,62,6,4.8358,4.1226,5.7744,1.4937,22.9355,3.6484
cinn,c,62,7,4.4773,4.4375,5.117,1.6563,21.3835,3.3628
cinn,c,62,8,5.3617,4.8306,6.9438,1.456,23.3929,3.9092
cinn,c,62,9,4.8192,4.8603,6.6108,1.2165,23.4854,4.286
cinn,c,62,10,3.8587,3.9251,5.4537,1.4033,19.192,3.7344
cinn,c,63,1,4.6965,4.1196,5.3114,1.6037,20.4018,4.5014
cinn,c,63,2,4.5375,3.4653,5.1385,1.2417,19.9345,3.6826
cinn,c,63,3,4.4468,3.6436,5.477,1.2417,22.4335,4.1582
cinn,c,63,4,4.0462,3.5858,5.9084,1.4757,22.9691,4.4537
cinn,c,63,5,3.8365,3.9914,4.671,1.4886,18.9641,3.8413
cinn,c,63,6,4.4699,4.2171,5.9834,1.3078,20.6872,3.6791
cinn,c,63,7,4.6158,4.1416,5.3356,1.7919,20.7766,3.9509
cinn,c,63,8,4.7164,4.1841,6.3292,1.6037,22.8757,3.8479
cinn,c,63,9,5.3042,4.6662,6.226,1.7919,21.6805,3.9541
cinn,c,63,10,4.4653,4.1045,5.2656,1.1624,17.9516,3.7456
cinn,c,64,1,5.001,5.9248,5.9839,1.5104,24.3713,4.116
cinn,c,64,2,5.633,5.2555,5.7719,2.0256,24.8766,3.9813
cinn,c,64,3,4.8435,5.9229,6.5048,1.5297,24.1936,4.0086
cinn,c,64,4,5.2724,4.3085,5.7157,1.7841,24.3441,4.0666
cinn,c,64,5,4.5774,5.7648,6.744,1.5297,24.5767,3.8291
cinn,c,64,6,5.0542,5.3696,5.4181,1.9106,23.2287,3.9867
cinn,c,64,7,4.4297,4.193,7.0068,1.8817,24.8935,4.0617
cinn,c,64,8,5.4498,4.7133,6.9966,1.8375,24.2809,3.4452
cinn,c,64,9,5.7333,5.8611,6.0542,1.9418,25.915,3.9776
cinn,c,64,10,4.5485,4.9397,7.195,1.7014,25.2417,3.9867
cinn,c,65,1,4.6831,4.434,5.3324,1.4759,23.3737,3.9022
cinn,c,65,2,5.6406,5.7666,5.9251,1.8081,23.9667,3.6693
cinn,c,65,3,4.4269,4.7468,5.6743,1.6621,22.862,3.5832
cinn,c,65,4,5.3937,5.1792,5.9095,2.0823,25.2088,3.8384
cinn,c,65,5,5.0653,4.9,5.9001,1.6033,25.1299,4.0233
cinn,c,65,6,5.0673,4.7764,6.0663,1.7449,23.4716,3.4597
cinn,c,65,7,5.2171,4.7702,5.7748,1.8002,22.2168,3.3249
cinn,c,65,8,4.6949,4.7161,5.7574,1.3561,23.4662,3.7719
cinn,c,65,9,6.0663,4.8162,5.3971,1.8801,24.6662,3.8341
cinn,c,65,10,5.305,4.7444,5.8142,1.6435,22.6287,4.7376
cinn,c,66,1,4.5965,5.1492,5.0068,1.4437,23.783,3.7656
cinn,c,66,2,4.9707,4.6343,5.2806,1.382,24.009,3.5096
cinn,c,66,3,5.0569,5.6012,5.6169,1.6315,24.9704,3.8939
cinn,c,66,4,4.8053,5.4496,4.0965,1.2538,23.4375,3.4502
cinn,c,66,5,4.7393,4.9259,6.0061,1.7233,25.4457,3.9943
cinn,c,66,6,5.3112,4.424,6.0685,1.3571,21.9097,3.3716
cinn,c,66,7,4.5434,4.6451,5.9238,1.306,22.4497,4.2518
cinn,c,66,8,4.9465,5.1263,5.6993,1.5969,24.041,3.4237
cinn,c,66,9,4.5673,4.7938,6.2266,1.382,23.5884,3.7861
cinn,c,66,10,3.8348,4.7824,5.2287,1.4103,20.7575,3.6064
cinn,c,67,1,5.4111,4.8911,6.6602,1.6959,26.869,3.7024
cinn,c,67,2,5.3198,5.4247,6.1649,1.9427,26.2682,3.5921
cinn,c,67,3,5.5504,5.3389,6.5614,1.3718,26.6396,4.2316
cinn,c,67,4,4.5124,4.3917,6.0049,1.5558,22.4226,4.1638
cinn,c,67,5,5.635,5.4654,6.1758,1.5379,25.1013,3.9229
cinn,c,67,6,4.95,4.922,6.3512,1.7784,24.7996,3.6151
cinn,c,67,7,4.8265,4.5906,5.7903,1.4151,21.136,4.4488
cinn,c,67,8,5.3372,5.7957,6.25,1.7716,24.908,3.7164
cinn,c,67,9,5.4655,4.7814,6.2301,1.5865,24.2156,3.7909
cinn,c,67,10,5.1609,5.2085,6.6061,1.7716,24.8605,3.7681
cinn,c,68,1,5.34,5.1213,6.233,1.4393,23.5407,3.5598
cinn,c,68,2,4.8644,5.7283,6.0163,1.6323,25.6145,3.9186
cinn,c,68,3,5.169,5.0276,5.0123,1.5452,22.7041,3.9249
cinn,c,68,4,4.4344,3.4131,5.5933,1.4631,23.2009,3.9463
cinn,c,68,5,4.3077,4.3315,6.069,1.579,23.9521,3.8469
cinn,c,68,6,5.4621,4.9382,6.1972,1.7604,23.9436,3.6764
cinn,c,68,7,5.4789,5.4967,6.0284,1.6161,25.3257,4.2114
cinn,c,68,8,5.2851,4.9935,6.7899,1.7679,24.4222,3.8814
cinn,c,68,9,5.627,5.5594,6.1438,1.5452,24.4383,3.9081
cinn,c,68,10,4.3941,4.5825,5.3891,1.6888,23.4519,4.5275
cinn,c,69,1,5.3902,4.5141,6.1808,1.4388,22.709,4.2049
cinn,c,69,2,5.9524,4.6906,7.1117,1.5509,24.941,5.5469
cinn,c,69,3,5.5162,4.6968,6.5581,1.3907,22.5891,4.3097
cinn,c,69,4,5.6603,5.0675,6.2592,1.5598,26.0393,4.2751
cinn,c,69,5,5.3911,4.7763,7.3425,1.4229,25.6822,4.5853
cinn,c,69,6,5.5593,4.6004,6.6695,1.3907,24.5583,4.5623
cinn,c,69,7,5.5688,4.5585,7.0051,1.3012,25.2762,4.848
cinn,c,69,8,6.2822,5.3082,7.5758,1.3052,26.8069,4.884
cinn,c,69,9,5.7379,4.7207,7.0043,1.3119,25.026,4.641
cinn,c,69,10,5.2797,3.3948,6.8422,1.3704,23.3159,4.334
cinn,c,70,1,5.1151,4.638,6.6015,1.3936,25.049,4.5184
cinn,c,70,2,5.2872,4.7575,6.3917,1.417,25.9362,4.4507
cinn,c,70,3,4.8071,4.3004,6.1731,1.3285,22.7373,4.1323
cinn,c,70,4,4.8351,5.1444,7.0749,1.5976,24.9431,3.8548
cinn,c,70,5,5.27,4.832,6.4759,1.3615,24.9262,4.5224
cinn,c,70,6,5.4653,5.4177,6.8099,1.5284,21.9655,3.6216
cinn,c,70,7,4.572,4.2216,7.3715,1.4903,25.1211,4.1502
cinn,c,70,8,5.5985,5.1232,7.3914,1.4147,25.6652,4.5449
cinn,c,70,9,4.9938,4.9474,6.9403,1.1412,23.9273,4.619
cinn,c,70,10,4.9964,4.2875,6.0992,1.0326,23.3953,4.0505
cinn,c,71,1,5.4611,5.4005,5.9768,1.4258,25.4237,4.8322
cinn,c,71,2,6.804,4.9202,7.0112,1.6164,27.4771,5.1249
cinn,c,71,3,5.4332,5.3719,7.1289,1.5527,25.3308,4.9224
cinn,c,71,4,6.2505,4.9906,7.1806,1.6164,27.0891,5.1249
cinn,c,71,5,4.7968,4.6014,6.8166,1.6456,24.5741,4.0974
cinn,c,71,6,5.7902,5.2631,7.0466,1.631,26.1738,4.3195
cinn,c,72,1,3.811,4.0813,4.2081,1.1787,22.0333,4.394
cinn,c,72,2,5.5378,5.7967,5.8044,1.6361,24.4681,3.9829
cinn,c,72,3,4.7944,5.5728,6.2224,1.6919,25.2409,4.129
cinn,c,72,4,5.6054,5.3227,5.9386,1.7565,24.7844,3.7912
cinn,c,72,5,4.5094,5.3302,6.5011,1.9028,28.2542,4.1795
cinn,c,72,6,4.759,4.5722,5.3187,1.4302,20.8725,3.3885
cinn,c,72,7,4.63,4.4747,5.4921,1.4602,22.0079,4.444
cinn,c,72,8,4.7581,3.8685,5.6054,1.3918,20.6474,4.0828
cinn,c,72,9,4.8624,4.5105,5.7197,1.4442,22.7465,4.394
cinn,c,72,10,6.0151,5.5449,6.3719,1.5665,25.3263,4.4471
cinn,c,73,1,4.5707,4.3239,4.8355,1.6353,20.7362,4.1532
cinn,c,73,2,3.7363,3.7605,4.5074,1.2294,18.8051,4.0475
cinn,c,73,3,3.9909,3.9853,4.241,1.2478,19.1658,3.7547
cinn,c,73,4,4.0757,4.157,5.0555,1.2305,21.2933,3.5552
cinn,c,73,5,5.2405,5.735,6.5554,1.4976,25.1369,3.7547
cinn,c,73,6,3.996,3.9343,4.5532,1.2928,17.7174,4.1648
cinn,c,73,7,3.9571,4.216,5.4714,1.3522,20.9741,3.424
cinn,c,73,8,4.1833,4.2389,5.3715,1.5052,21.3624,4.2582
cinn,c,73,9,4.3129,4.3791,5.4431,1.399,21.2246,3.6715
cinn,c,73,10,4.9223,4.3018,6.0618,1.4442,22.1728,4.5829
cinn,c,74,1,4.8191,4.4135,5.4686,1.2948,21.2781,3.6889
cinn,c,74,2,4.2698,3.5474,4.8064,1.4416,18.4333,4.2013
cinn,c,74,3,4.8501,4.5946,5.2472,1.4826,22.0686,4.0048
cinn,c,74,4,4.5978,4.7572,5.6992,1.3246,21.3655,3.3013
cinn,c,74,5,4.9744,4.5619,5.3103,1.4503,22.4645,3.995
cinn,c,74,6,5.1108,4.6089,5.9807,1.4873,20.503,3.9781
cinn,c,74,7,4.7131,4.0481,5.9423,1.5399,24.8785,3.6076
cinn,c,74,8,4.3302,3.8902,5.2641,1.3466,18.1002,3.8711
cinn,c,75,1,4.4211,4.3154,4.6623,1.3358,20.6097,4.0414
cinn,c,75,2,5.0631,4.0426,4.2823,1.2837,19.9994,3.9941
cinn,c,75,3,4.6972,4.1861,4.854,1.1523,20.9079,4.0373
cinn,c,75,4,5.1244,4.2417,4.921,1.2146,20.8703,3.9145
cinn,c,75,5,4.2915,4.3917,4.7924,1.4487,20.2851,4.3056
cinn,c,75,6,4.2362,4.4774,5.0122,1.3232,20.5199,4.0484
cinn,c,75,7,4.3559,4.6352,5.1791,1.3697,21.8264,4.3428
cinn,c,75,8,4.2048,3.7192,4.9863,1.2662,18.929,3.4518
cinn,c,75,9,4.3942,4.5754,5.4268,1.5968,22.1323,4.389
cinn,c,75,10,4.9062,4.0722,5.0695,1.2673,21.596,4.337
cinn,c,76,1,4.1046,4.0599,4.6043,1.5059,19.6633,3.9896
cinn,c,76,2,3.1502,3.2877,3.5378,1.2711,15.9413,3.2944
cinn,c,76,3,3.3189,2.8025,4.0143,1.2879,17.1864,3.7323
cinn,c,76,4,3.9597,4.2814,4.8412,1.4983,20.2004,3.9989
cinn,c,76,5,4.2846,3.7913,4.5542,1.3528,18.8098,3.7415
cinn,c,76,6,4.7131,3.8531,4.5217,1.4399,19.7133,4.329
cinn,c,76,7,3.6635,3.8885,4.2621,1.2311,19.3952,3.5007
cinn,c,76,8,4.1916,3.9806,5.4691,1.2934,20.6022,4.5263
cinn,c,76,9,4.4973,4.4456,4.9592,1.3945,18.5588,4.0451
cinn,c,76,10,3.5362,4.2191,4.6396,1.4596,18.8876,3.8885
cinn,c,77,1,4.6203,5.0345,5.1811,1.7216,19.2506,3.6375
cinn,c,77,2,3.56,4.3082,5.4422,1.3286,19.8411,3.627
cinn,c,77,3,4.167,4.1484,4.9018,1.2242,19.9017,3.5329
cinn,c,77,4,4.5615,4.4434,5.1122,1.4277,19.6827,3.9266
cinn,c,77,5,3.8385,4.2211,5.4272,1.3958,21.8728,3.8753
cinn,c,77,6,4.747,3.8109,5.8936,1.62,20.9996,3.522
cinn,c,77,7,4.4367,4.6666,6.4087,1.3898,21.4735,4.0717
cinn,c,77,8,3.9876,3.5349,5.8393,1.5539,18.3934,3.7689
cinn,c,77,9,3.8791,3.7398,5.3117,1.4439,20.079,3.7101
cinn,c,77,10,4.7935,4.7196,5.6013,1.5279,19.6339,3.6025
cinn,c,78,1,6.0522,5.4044,6.1224,1.7891,25.1183,4.2386
cinn,c,78,2,4.3456,5.2664,6.8968,1.6625,24.7248,3.8955
cinn,c,78,3,4.4632,4.7839,5.8036,1.5348,23.1693,3.9018
cinn,c,78,4,4.6067,5.4232,6.0169,1.6662,23.8176,4.4188
cinn,c,78,5,5.1682,5.4105,6.4018,1.7936,26.2413,4.0251
cinn,c,78,6,5.624,6.126,6.7949,1.7936,24.9101,4.1683
cinn,c,78,7,5.014,5.1995,6.4047,1.7673,22.4416,3.8934
cinn,c,78,8,5.2956,5.3468,6.2515,1.7891,23.2155,4.1207
cinn,c,78,9,4.6702,4.791,6.1571,1.3793,21.9287,4.1058
cinn,c,78,10,4.9933,5.2376,6.6388,1.6613,23.8434,4.1781
cinn,c,79,1,4.5143,4.8374,5.7755,1.4121,22.2541,3.8592
cinn,c,79,2,4.5565,4.8541,5.7707,1.5129,23.0052,4.3163
cinn,c,79,3,3.942,3.9432,6.2644,1.6901,23.413,3.8606
cinn,c,79,4,5.3141,5.0662,6.5934,1.508,23.8459,4.1532
cinn,c,79,5,4.9596,4.7521,5.6412,1.4082,22.3736,3.9564
cinn,c,79,6,4.7391,4.8269,6.0952,1.2895,21.1281,3.7503
cinn,c,79,7,5.0145,4.8284,5.1957,1.2079,19.428,3.6186
cinn,c,79,8,4.6989,5.2933,6.4444,1.5684,21.9872,3.5974
cinn,c,79,9,5.2561,4.2649,6.5523,1.6901,21.4689,3.818
cinn,c,79,10,4.9981,4.8741,6.5204,1.508,23.4788,3.9798
cinn,c,80,1,5.3119,5.2347,6.1178,1.297,24.0936,4.3808
cinn,c,80,2,5.5236,4.4711,6.0783,1.4585,24.7597,4.0357
cinn,c,80,3,5.7294,5.7604,7.3561,1.573,25.5434,4.3431
cinn,c,80,4,5.221,4.2512,5.9147,1.4778,25.1368,4.1514
cinn,c,80,5,5.2307,4.2326,5.8269,1.5979,24.4354,4.1276
cinn,c,80,6,4.7668,5.1798,6.2865,1.6302,23.8368,3.9097
cinn,c,80,7,5.0667,5.4766,6.175,1.582,23.7497,3.7979
cinn,c,80,8,4.8351,5.0925,6.5061,1.7443,21.6851,3.2766
cinn,c,80,9,5.0305,5.6836,6.8526,1.586,23.5788,3.9724
cinn,c,80,10,4.9551,3.9917,6.3165,1.7059,22.5954,3.4969
cinn,c,81,1,5.4069,5.7239,5.9891,1.8192,24.7643,4.1715
cinn,c,81,2,5.3958,5.8541,6.3633,1.6657,23.8343,4.0938
cinn,c,81,3,4.1469,4.2512,5.1187,1.392,17.0471,3.5159
cinn,c,81,4,5.8649,5.609,6.3666,1.6081,25.7718,4.769
cinn,c,81,5,4.4668,4.4097,6.9836,1.6439,24.7024,4.361
cinn,c,81,6,4.9936,4.1686,5.2314,1.7144,20.6446,3.6331
cinn,c,81,7,4.7536,5.4892,6.1018,1.392,23.57,3.7517
cinn,c,81,8,5.5963,5.8745,7.1548,1.6491,22.8816,3.6369
cinn,c,81,9,4.6464,4.7707,5.7563,1.5855,21.4352,3.7471
cinn,c,81,10,5.2225,5.7391,7.3703,1.6397,23.1894,3.953
cinn,c,82,1,5.2827,5.2145,5.1838,1.5496,24.7075,4.1685
cinn,c,82,2,5.0138,5.0969,5.3332,1.4433,24.6555,4.1593
cinn,c,82,3,4.9948,4.6068,6.0187,1.5078,25.7329,3.8442
cinn,c,82,4,4.7931,4.7576,5.7773,1.4964,25.6092,4.3883
cinn,c,82,5,5.6552,5.2012,6.6768,1.5524,25.767,4.4221
cinn,c,82,6,6.1943,4.9887,6.8385,1.6422,24.4432,4.4208
cinn,c,82,7,5.4088,5.1312,6.3564,1.5012,24.514,4.1357
cinn,c,82,8,5.743,4.4811,7.7149,1.8101,25.4834,4.7984
cinn,c,83,1,5.1311,5.2478,5.6784,1.376,24.7186,4.5993
cinn,c,83,2,4.5921,4.6108,6.4131,1.6636,21.9455,4.0786
cinn,c,83,3,5.3518,5.1363,5.9501,1.5233,25.5467,4.4573
cinn,c,83,4,4.6494,4.5713,6.33,1.5437,23.4921,4.6216
cinn,c,83,5,5.3456,5.6085,6.93,1.3628,24.4375,4.1593
cinn,c,83,6,5.9418,5.4811,6.3743,1.2935,24.7004,4.1659
cinn,c,83,7,4.4701,4.7445,6.3162,1.6547,22.89,3.6984
cinn,c,84,1,4.3411,4.3646,4.9477,1.2547,19.2998,3.9253
cinn,c,84,2,5.0606,5.5297,5.8076,1.4472,24.6669,3.9234
cinn,c,84,3,4.8773,5.2204,6.0969,1.4472,22.1264,3.7378
cinn,c,84,4,4.7543,4.795,5.8219,1.2846,20.3801,3.8866
cinn,c,84,5,5.5232,5.1736,5.4243,1.467,22.154,3.9924
cinn,c,84,6,5.0412,5.4456,6.4229,1.5449,24.004,4.3192
cinn,c,84,7,4.6942,5.7373,6.9415,1.6236,22.2983,4.187
cinn,c,84,8,3.6286,5.3465,6.5105,1.7519,20.8623,3.7151
cinn,c,84,9,5.1207,3.8851,6.3326,1.532,23.8369,3.8588
cinn,c,84,10,4.4632,4.2113,6.4414,1.6825,23.667,3.9513
cinn,c,85,1,5.4711,5.0798,5.5662,1.7302,21.0716,3.3991
cinn,c,85,2,4.0619,4.1291,4.7307,1.2392,15.942,3.2867
cinn,c,85,3,4.6675,3.9489,5.5688,1.3663,22.3179,4.2594
cinn,c,85,4,5.0377,5.0362,5.9823,1.2477,21.6859,4.2657
cinn,c,85,5,4.552,4.7262,5.1922,1.4452,21.6537,3.8246
cinn,c,85,6,4.746,4.9441,5.694,1.4256,20.3989,3.5767
cinn,c,85,7,3.9107,3.6919,5.1594,1.2235,19.6418,3.8246
cinn,c,85,8,3.8766,3.4981,5.3801,1.3559,19.6628,3.9961
cinn,c,85,9,4.406,4.3288,5.9542,1.3056,19.2845,3.8094
cinn,c,85,10,4.7482,4.3214,5.6691,1.4354,21.4785,4.1508
cinn,c,86,1,4.7731,4.6683,5.5417,1.4417,20.4728,3.6464
cinn,c,86,2,5.5312,5.1616,5.8845,1.6538,23.3866,4.074
cinn,c,86,3,5.1511,5.3013,5.7766,1.8998,24.4036,4.4072
cinn,c,86,4,4.6773,4.512,5.6491,1.4339,24.0359,4.8527
cinn,c,86,5,4.3885,4.5144,5.9625,1.5016,23.3371,4.3557
cinn,c,86,6,5.8426,5.0766,6.3099,1.6344,24.627,3.5666
cinn,c,86,7,5.5475,4.9652,5.6544,1.5362,23.2186,3.8434
cinn,c,86,8,4.5482,4.3534,5.9524,1.6031,22.0107,3.8974
cinn,c,86,9,5.0958,5.6745,6.5805,1.7806,24.7543,4.1322
cinn,c,86,10,4.7224,5.4014,6.6574,1.5496,24.38,3.8693
cinn,c,87,1,5.0469,5.5796,5.9944,1.4942,23.1412,3.7837
cinn,c,87,2,5.7211,5.8206,6.3624,1.5927,23.8854,4.1723
cinn,c,87,3,5.3579,5.7173,6.5235,1.4537,24.142,4.2629
cinn,c,87,4,5.2037,5.2914,6.3078,1.4602,22.9262,3.9521
cinn,c,87,5,5.0462,5.4043,6.9142,1.4276,24.0897,3.9183
cinn,c,87,6,5.6764,5.4595,6.7287,1.5769,22.3039,3.8684
cinn,c,87,7,5.2303,5.5462,6.0624,1.5599,22.8674,3.9774
cinn,c,87,8,5.3459,5.4524,6.5928,1.6161,22.7181,3.9374
